pl_orbper,pl_rade,pl_bmasse,st_teff,st_rad,st_mass,sy_dist,pl_insol,pl_eqt,st_met,exoplanet_status
46.92680899768591,1.19446812298246,0.24504400711939206,6374.517074132523,0.927594845772291,1.0873300082435555,21.717068471847103,1540.8847307368387,171.4135982720285,0.4879292203826578,Candidate
301.0121430917521,0.2630675702474178,0.9202539884589336,4850.234773151733,0.8492954915903869,1.0914085426772722,13.332426819546543,620.7461818635211,249.4510244555489,0.07081291914731101,Candidate
131.67456935454493,1.4625739325337164,0.2220793843135224,4296.799144610855,0.5937547953213005,0.6021784263622203,2.55313981208519,2829.6381360630726,320.88535425343315,-0.11580683936120939,Candidate
91.29425537759532,1.841509738579068,2.13839588967204,4457.955587756897,0.5564839905868671,0.7456120429171943,15.632908134402712,666.2562072583974,305.82127270850566,-0.2747265123400682,Confirmed
16.962487046234628,1.750305681686734,1.0859332471767384,5012.7970788050725,1.261352971502435,2.285455443072113,53.09990905711034,621.0484448761042,260.65621037254493,0.07488283746291353,Confirmed
16.959629191460518,2.9469794353135943,0.23280560208743334,5148.078682183491,0.7593625361758876,0.912394164605487,38.137397336287094,1537.4515465553477,109.08025410227572,-0.7322112044325252,Confirmed
5.983876860868068,2.3023311532783652,0.7340272857223816,4730.003933802543,1.1713760405401625,1.2451894573440945,144.15704861035735,1723.6020204702065,347.0482996129106,-0.05528670054981358,Candidate
201.12308644799396,1.5827757021477615,0.4713490363491922,4203.883335750105,0.6423484644271656,0.8226717955276113,25.23201151503205,808.5335976249498,497.23444790822,-0.061751957976403184,Confirmed
91.90821536272645,0.9322393243672122,1.3759914287961428,5043.879172525812,1.0947558511108213,0.5341434358358867,59.18618415124921,198.204400208511,346.42512381230034,-0.4093412560851843,Confirmed
123.12500617045903,0.18995635694125507,3.8207641658287814,5681.426620113972,1.9186830105165016,0.9502050514576826,33.60087440386014,630.6574397857654,360.91355190535137,-0.2784797515967988,Confirmed
